Domain,Timestamp,Detected,Clean,Suspicious,Malware,Malicious,ADMINUSLabs,AegisLab WebGuard,AlienVault,Antiy-AVL,Avira,Baidu-International,BitDefender,Blueliv,C-SIRT,Certly,CLEAN MX,Comodo Site Inspector,CyberCrime,CyRadar,desenmascara.me,DNS8,Dr.Web,Emsisoft,ESET,Forcepoint ThreatSeeker,Fortinet,FraudScore,FraudSense,G-Data,Google Safebrowsing,K7AntiVirus,Kaspersky,Malc0de Database,Malekal,Malware Domain Blocklist,Malwarebytes hpHosts,Malwared,MalwareDomainList,MalwarePatrol,malwares.com URL checker,Nucleon,OpenPhish,Opera,Phishtank,Quttera,Rising,SCUMWARE.org,SecureBrain,securolytics,Spam404,Sucuri SiteCheck,Tencent,ThreatHive,Trustwave,Virusdie External Site Scan,VX Vault,Web Security Guard,Webutation,Yandex Safebrowsing,ZCloudsec,ZDB Zeus,ZeroCERT,Zerofox,ZeusTracker,zvelo,AutoShun,Netcraft,NotMining,PhishLabs,Sophos,StopBadware,URLQuery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://erlivia.ltd/,,,,,,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,True;malware site,False;clean site,False;clean site,False;clean site,False;suspicious site,False;clean site,False;clean site,True;malware site,False;clean site,False;suspicious site,True;malicious site,True;malware site,False;clean site,True;malicious site,True;malware site,False;clean site,False;clean site,True;malware site,False;clean site,False;clean site,True;malware site,False;clean site;http://malc0de.com/database/index.php?search=erlivia.ltd,False;clean site,True;malicious site,True;malware site,False;clean site,False;clean site;http://www.malwaredomainlist.com/mdl.php?search=erlivia.ltd,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,True;malicious site,False;clean site,False;clean site,False;clean site,False;clean site,True;malicious site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site;http://yandex.com/infected?l10n=en&url=http://erlivia.ltd/,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site;https://zeustracker.abuse.ch/monitor.php?host=erlivia.ltd,False;clean site,True;malicious site,False;unrated site,False;unrated site,False;unrated site,True;malicious site,False;unrated site,False;unrated site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://kasatus.se/blyeat/bin.exe,,,,,,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,True;malware site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,True;malware site,False;clean site,False;suspicious site,True;malicious site,False;clean site,True;malware site,True;malicious site,True;malware site,False;clean site,False;clean site,True;malware site,True;malicious site,False;clean site,True;malware site,True;malicious site;http://malc0de.com/database/index.php?search=kasatus.se,False;clean site,True;malicious site,True;malware site,False;clean site,False;clean site;http://www.malwaredomainlist.com/mdl.php?search=kasatus.se,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,True;malware site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,True;malicious site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site;http://yandex.com/infected?l10n=en&url=http://kasatus.se/blyeat/bin.exe,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site;https://zeustracker.abuse.ch/monitor.php?host=kasatus.se,False;clean site,True;malicious site,False;unrated site,False;unrated site,False;unrated site,True;malicious site,False;unrated site,False;unrated site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://185.180.198.91/table.png,,,,,,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,True;malware site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,True;malicious site,False;clean site,False;clean site,True;malicious site,False;clean site,True;malware site,True;malicious site,True;malware site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,True;malware site,True;malicious site;http://malc0de.com/database/index.php?search=185.180.198.91,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site;http://www.malwaredomainlist.com/mdl.php?search=185.180.198.91,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,True;malicious site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site;http://yandex.com/infected?l10n=en&url=http://185.180.198.91/table.png,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site;https://zeustracker.abuse.ch/monitor.php?host=185.180.198.91,False;clean site,False;unrated site,False;unrated site,False;unrated site,False;unrated site,True;malicious site,False;unrated site,False;unrated site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://3lionsfactory.ga/out/linit.exe,,,,,,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,True;malware site,True;malicious site,True;malware site,False;clean site,False;clean site,False;clean site,True;phishing site,False;clean site,True;malware site,True;malicious site;http://malc0de.com/database/index.php?search=3lionsfactory.ga,False;clean site,False;clean site,True;malware site,False;clean site,False;clean site;http://www.malwaredomainlist.com/mdl.php?search=3lionsfactory.ga,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,True;malware site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,True;malicious site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site;http://yandex.com/infected?l10n=en&url=http://3lionsfactory.ga/out/linit.exe,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site;https://zeustracker.abuse.ch/monitor.php?host=3lionsfactory.ga,False;clean site,False;unrated site,False;unrated site,False;unrated site,False;unrated site,True;malicious site,False;unrated site,False;unrated site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://greenchem.xyz/undo/Panel/admin.php,,,,,,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,True;malicious site,True;malicious site,False;clean site,False;suspicious site,False;clean site,True;malware site,False;clean site,False;suspicious site,True;malware site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,True;phishing site,False;clean site;http://malc0de.com/database/index.php?search=greenchem.xyz,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site;http://www.malwaredomainlist.com/mdl.php?search=greenchem.xyz,False;clean site,False;clean site,False;clean site,False;clean site,True;malicious site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site;http://yandex.com/infected?l10n=en&url=http://greenchem.xyz/undo/Panel/admin.php,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site;https://zeustracker.abuse.ch/monitor.php?host=greenchem.xyz,False;clean site,False;unrated site,True;malicious site,False;unrated site,False;unrated site,True;malicious site,False;unrated site,False;unrated site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://vigovrus84.had.su/taskhost.exe,,,,,,False;clean site,False;clean site,False;clean site,False;clean site,True;malware site,False;clean site,True;malware site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;suspicious site,True;malicious site,True;malware site,False;clean site,True;malicious site,True;malware site,False;clean site,False;clean site,True;phishing site,False;clean site,False;clean site,True;malware site,True;malicious site;http://malc0de.com/database/index.php?search=vigovrus84.had.su,False;clean site,False;clean site,True;malware site,False;clean site,False;clean site;http://www.malwaredomainlist.com/mdl.php?search=vigovrus84.had.su,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,True;malware site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,True;malicious site,False;clean site,False;clean site,False;clean site,False;clean site,True;malware site;http://yandex.com/infected?l10n=en&url=http://vigovrus84.had.su/taskhost.exe,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site;https://zeustracker.abuse.ch/monitor.php?host=vigovrus84.had.su,False;clean site,False;unrated site,False;unrated site,False;unrated site,False;unrated site,False;unrated site,False;unrated site,False;unrated site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://vigovrus84.had.su/web.exe,,,,,,False;clean site,False;clean site,False;clean site,False;clean site,True;malware site,False;clean site,True;malware site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;suspicious site,True;malicious site,True;malware site,False;clean site,True;malicious site,True;malware site,False;clean site,False;clean site,True;phishing site,False;clean site,False;clean site,True;malware site,True;malicious site;http://malc0de.com/database/index.php?search=vigovrus84.had.su,False;clean site,False;clean site,True;malware site,False;clean site,False;clean site;http://www.malwaredomainlist.com/mdl.php?search=vigovrus84.had.su,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,True;malicious site,False;clean site,False;clean site,False;clean site,False;clean site,True;malware site;http://yandex.com/infected?l10n=en&url=http://vigovrus84.had.su/web.exe,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site;https://zeustracker.abuse.ch/monitor.php?host=vigovrus84.had.su,False;clean site,False;unrated site,False;unrated site,False;unrated site,False;unrated site,True;malicious site,False;unrated site,False;unrated site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://b.reich.io/ezbppl.jpg,,,,,,False;clean site,False;clean site,False;clean site,False;clean site,True;malware site,False;clean site,True;malware site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,True;malicious site,True;malware site,True;malware site,True;malicious site,True;malware site,False;clean site,False;clean site,True;malware site,False;clean site,False;clean site,True;malware site,True;malicious site;http://malc0de.com/database/index.php?search=b.reich.io,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site;http://www.malwaredomainlist.com/mdl.php?search=b.reich.io,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,True;malware site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,True;malicious site,False;clean site,False;clean site,False;clean site,False;clean site,True;malware site;http://yandex.com/infected?l10n=en&url=http://b.reich.io/ezbppl.jpg,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site;https://zeustracker.abuse.ch/monitor.php?host=b.reich.io,False;clean site,False;unrated site,False;unrated site,False;unrated site,False;unrated site,True;malicious site,False;unrated site,False;unrated site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://mitresource.com/,,,,,,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,True;malware site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;suspicious site,False;clean site,False;clean site,False;clean site,False;unrated site,True;malware site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site;http://malc0de.com/database/index.php?search=mitresource.com,False;clean site,False;clean site,True;malware site,False;clean site,False;clean site;http://www.malwaredomainlist.com/mdl.php?search=mitresource.com,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site;http://yandex.com/infected?l10n=en&url=http://mitresource.com/,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site;https://zeustracker.abuse.ch/monitor.php?host=mitresource.com,False;clean site,False;unrated site,False;unrated site,False;unrated site,False;unrated site,False;unrated site,False;unrated site,False;unrated site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://loveyouneed.pw/au3.exe,,,,,,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,True;malware site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;suspicious site,True;malicious site,False;clean site,True;malware site,True;malicious site,True;malware site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,True;malware site,True;malicious site;http://malc0de.com/database/index.php?search=loveyouneed.pw,False;clean site,False;clean site,True;malware site,False;clean site,False;clean site;http://www.malwaredomainlist.com/mdl.php?search=loveyouneed.pw,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,True;malware site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,True;malicious site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site;http://yandex.com/infected?l10n=en&url=http://loveyouneed.pw/au3.exe,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site;https://zeustracker.abuse.ch/monitor.php?host=loveyouneed.pw,False;clean site,False;unrated site,False;unrated site,False;unrated site,False;unrated site,True;malicious site,False;unrated site,False;unrated site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://iol.ie/,,,,,,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,True;malicious site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site;http://malc0de.com/database/index.php?search=iol.ie,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site;http://www.malwaredomainlist.com/mdl.php?search=iol.ie,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site;http://yandex.com/infected?l10n=en&url=http://iol.ie/,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site;https://zeustracker.abuse.ch/monitor.php?host=iol.ie,False;clean site,False;unrated site,False;unrated site,False;unrated site,False;unrated site,False;unrated site,False;unrated site,False;unrated site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://interbanx.co.id/,,,,,,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,True;malware site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,True;malicious site,False;clean site,False;suspicious site,True;malicious site,False;clean site,True;malware site,False;suspicious site,True;malware site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,True;malware site,False;clean site;http://malc0de.com/database/index.php?search=interbanx.co.id,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site;http://www.malwaredomainlist.com/mdl.php?search=interbanx.co.id,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site;http://yandex.com/infected?l10n=en&url=http://interbanx.co.id/,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site;https://zeustracker.abuse.ch/monitor.php?host=interbanx.co.id,False;clean site,False;unrated site,False;unrated site,False;unrated site,False;unrated site,True;malicious site,False;unrated site,False;unrated site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://89.34.237.212/annonymous/PvqDq929BSx_A_D_M1n_a.php,,,,,,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,True;malware site,True;malicious site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,True;malware site,False;clean site,False;unrated site,True;malware site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,True;malware site,False;clean site;http://malc0de.com/database/index.php?search=89.34.237.212,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site;http://www.malwaredomainlist.com/mdl.php?search=89.34.237.212,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,True;malicious site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site;http://yandex.com/infected?l10n=en&url=http://89.34.237.212/annonymous/PvqDq929BSx_A_D_M1n_a.php,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site;https://zeustracker.abuse.ch/monitor.php?host=89.34.237.212,False;clean site,False;unrated site,False;unrated site,False;unrated site,False;unrated site,True;malicious site,False;unrated site,False;unrated site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://egombia.xyz/chisom/PvqDq929BSx_A_D_M1n_a.php,,,,,,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,True;malware site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,True;malicious site,True;malicious site,False;clean site,False;suspicious site,True;malicious site,False;clean site,False;clean site,True;malicious site,True;malware site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,True;malware site,False;clean site;http://malc0de.com/database/index.php?search=egombia.xyz,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site;http://www.malwaredomainlist.com/mdl.php?search=egombia.xyz,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,True;malicious site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site;http://yandex.com/infected?l10n=en&url=http://egombia.xyz/chisom/PvqDq929BSx_A_D_M1n_a.php,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site;https://zeustracker.abuse.ch/monitor.php?host=egombia.xyz,False;clean site,False;unrated site,False;unrated site,False;unrated site,False;unrated site,True;malicious site,False;unrated site,False;unrated site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://wisefile.ga/,,,,,,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,True;malware site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;suspicious site,False;clean site,False;clean site,False;clean site,False;unrated site,True;malware site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;unrated site,False;clean site;http://malc0de.com/database/index.php?search=wisefile.ga,False;clean site,False;clean site,True;malware site,False;clean site,False;clean site;http://www.malwaredomainlist.com/mdl.php?search=wisefile.ga,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site;http://yandex.com/infected?l10n=en&url=http://wisefile.ga/,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site;https://zeustracker.abuse.ch/monitor.php?host=wisefile.ga,False;clean site,False;unrated site,False;unrated site,False;unrated site,False;unrated site,False;unrated site,False;unrated site,False;unrated site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://vigovrus84.had.su/build1.exe,,,,,,False;clean site,False;clean site,False;clean site,False;clean site,True;malware site,False;clean site,True;malware site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;suspicious site,True;malicious site,True;malware site,False;clean site,True;malicious site,True;malware site,False;clean site,False;clean site,True;phishing site,False;clean site,False;clean site,True;malware site,True;malicious site;http://malc0de.com/database/index.php?search=vigovrus84.had.su,False;clean site,False;clean site,True;malware site,False;clean site,False;clean site;http://www.malwaredomainlist.com/mdl.php?search=vigovrus84.had.su,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,True;malware site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,True;malicious site,False;clean site,False;clean site,False;clean site,False;clean site,True;malware site;http://yandex.com/infected?l10n=en&url=http://vigovrus84.had.su/build1.exe,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site;https://zeustracker.abuse.ch/monitor.php?host=vigovrus84.had.su,False;clean site,False;unrated site,False;unrated site,False;unrated site,False;unrated site,True;malicious site,False;unrated site,False;unrated site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://lipairfoods.com/,,,,,,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,True;malware site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;suspicious site,False;clean site,False;clean site,False;clean site,False;clean site,True;malware site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;unrated site,False;clean site;http://malc0de.com/database/index.php?search=lipairfoods.com,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site;http://www.malwaredomainlist.com/mdl.php?search=lipairfoods.com,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site;http://yandex.com/infected?l10n=en&url=http://lipairfoods.com/,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site;https://zeustracker.abuse.ch/monitor.php?host=lipairfoods.com,False;clean site,False;unrated site,False;unrated site,False;unrated site,False;unrated site,False;unrated site,False;unrated site,False;unrated site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://tigertool.tk/pn/admin.php,,,,,,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,True;malware site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,True;malicious site,True;malicious site,False;clean site,False;suspicious site,False;clean site,False;clean site,False;clean site,False;suspicious site,True;malware site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;unrated site,False;clean site;http://malc0de.com/database/index.php?search=tigertool.tk,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site;http://www.malwaredomainlist.com/mdl.php?search=tigertool.tk,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site;http://yandex.com/infected?l10n=en&url=http://tigertool.tk/pn/admin.php,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site;https://zeustracker.abuse.ch/monitor.php?host=tigertool.tk,False;clean site,False;unrated site,False;unrated site,False;unrated site,False;unrated site,False;unrated site,False;unrated site,False;unrated site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://lashawnbarber.com/lashawn/okeke.exe,,,,,,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,True;malware site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,True;malware site,False;clean site,False;suspicious site,True;malicious site,False;clean site,True;malware site,True;malicious site,True;malware site,False;clean site,False;clean site,False;clean site,True;malicious site,False;clean site,True;malware site,True;malicious site;http://malc0de.com/database/index.php?search=lashawnbarber.com,False;clean site,True;malicious site,True;malware site,False;clean site,False;clean site;http://www.malwaredomainlist.com/mdl.php?search=lashawnbarber.com,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,True;malware site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,True;malicious site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site;http://yandex.com/infected?l10n=en&url=http://lashawnbarber.com/lashawn/okeke.exe,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site;https://zeustracker.abuse.ch/monitor.php?host=lashawnbarber.com,False;clean site,True;malicious site,False;unrated site,False;unrated site,False;unrated site,True;malicious site,False;unrated site,False;unrated site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://enemobodoukpaka.com/stub/Pu.exe,,,,,,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,True;malware site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,True;malware site,False;clean site,False;suspicious site,False;clean site,False;clean site,False;clean site,True;malicious site,True;malware site,False;clean site,False;clean site,True;malware site,False;clean site,False;clean site,True;malware site,True;malicious site;http://malc0de.com/database/index.php?search=enemobodoukpaka.com,False;clean site,True;malicious site,True;malware site,False;clean site,False;clean site;http://www.malwaredomainlist.com/mdl.php?search=enemobodoukpaka.com,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,True;malware site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site,True;malicious site,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site;http://yandex.com/infected?l10n=en&url=http://enemobodoukpaka.com/stub/Pu.exe,False;clean site,False;clean site,False;clean site,False;clean site,False;clean site;https://zeustracker.abuse.ch/monitor.php?host=enemobodoukpaka.com,False;clean site,True;malicious site,False;unrated site,False;unrated site,False;unrated site,True;malicious site,False;unrated site,False;unrated site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
